"Title","Redirect URL","File Size","Type","Created","Contract Number","Contract Order","Document Summary"
"DIR-TSO-3407 Appendix A Terms and Conditions (per Amendment 2)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3407 Appendix A Terms and Conditions (per Amendment 2).pdf","1066317","pdf","5/16/2018 9:50:32 AM","DIR-TSO-3407","0.01","Appendix A reivision date 9/29/17 per Amendment 2 of DIR-TSO-3407"
"DIR-TSO-3149 Amendment 6","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3149 Amendment 6.pdf","121568","pdf","5/17/2018 12:04:51 PM","DIR-TSO-3149","6","Amnd 6"
"DIR-TSO-3397 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3397 Amendment 1.pdf","158370","pdf","5/17/2018 12:30:49 PM","DIR-TSO-3397","1","Renewal option 1 of 3, Sections 6 Notification, Appendix A revised 9/29/17, and Appendix C pricing index revised"
"DIR-TSO-3397 Appendix A Standard Term and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3397 Appendix A Standard Term and Conditions (per Amendment 1).pdf","1066317","pdf","5/17/2018 12:33:00 PM","DIR-TSO-3397","0.01","Appendix A revised 9/29/2017"
"DIR-TSO-3397 Appendix C Pricing Index (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3397 Appendix C Pricing Index (per Amendment 1).pdf","102488","pdf","5/17/2018 12:37:19 PM","DIR-TSO-3397","0.03","revised part numbers and item removal from pricing index"
"DIR-TSO-3391 Appendix C Pricing Index (Per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3391 Appendix C Pricing Index (Per Amendment 1).pdf","279474","pdf","5/18/2018 8:49:52 AM","DIR-TSO-3391","0.03","DIR-TSO-3391 Appendix C Pricing Index (Per Amendment 1)"
"DIR-TSO-3391  Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3391  Amendment 1.pdf","134110","pdf","5/18/2018 9:48:58 AM","DIR-TSO-3391","1","DIR-TSO-3391 Amendment 1"
"DIR-MAS-SCP-ADSAMS-001 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-MAS-SCP-ADSAMS-001 Amendment 1.pdf","139267","pdf","5/18/2018 2:29:13 PM","DIR-MAS-SCP-ADSAMS-001","112","DIR-MAS-SCP-ADSAMS-001 Amendment 1"
"DIR-MAS-SCP-ADSAMS-001 Exhibit 2.7.1 SOW Application Development Services updated in Amend 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-MAS-SCP-ADSAMS-001 Exhibit 2.7.1 SOW Application Development Services updated in Amend 1.pdf","983002","pdf","5/18/2018 2:34:14 PM","DIR-MAS-SCP-ADSAMS-001","11.1","Exhibit 2.7.1 SOW Application Development Services updated in Amend 1"
"DIR-MAS-SCP-ADSAMS-001 Exhibit 2.7.3 Labor Categories and Resource Descriptions updated in Amend 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-MAS-SCP-ADSAMS-001 Exhibit 2.7.3 Labor Categories and Resource Descriptions updated in Amend 1.pdf","810626","pdf","5/18/2018 2:37:43 PM","DIR-MAS-SCP-ADSAMS-001","14","Exhibit 2.7.3 Labor Categories and Resource Descriptions updated in Amend 1"
"DIR-MAS-SCP-ADSAMS-001 Attachment 4-A Service Provider Pricing Forms updated in Amend 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-MAS-SCP-ADSAMS-001 Attachment 4-A Service Provider Pricing Forms updated in Amend 1.pdf","619392","pdf","5/18/2018 2:51:35 PM","DIR-MAS-SCP-ADSAMS-001","37.1","Attachment 4-A Service Provider Pricing Forms updated in Amend 1"
"DIR-MAS-SCP-ADSAMS-001 Attachment 4-B Financial Responsibility Matrix updated in Amend 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-MAS-SCP-ADSAMS-001 Attachment 4-B Financial Responsibility Matrix updated in Amend 1.pdf","807618","pdf","5/18/2018 2:53:09 PM","DIR-MAS-SCP-ADSAMS-001","41.2","Attachment 4-B Financial Responsibility Matrix updated in Amend 1"
"DIR-MAS-SCP-ADSAMS-001 Exhibit 16 IT Security Continuity Management updated in Amend 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-MAS-SCP-ADSAMS-001 Exhibit 16 IT Security Continuity Management updated in Amend 1.pdf","649519","pdf","5/18/2018 3:09:00 PM","DIR-MAS-SCP-ADSAMS-001","72.1","Exhibit 16 IT Security Continuity Management updated in Amend 1"
"DIR-TSO-2539 Amendment 7","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2539 Amendment 7.docx","48661","docx","5/22/2018 11:21:32 AM","DIR-TSO-2539","7","Amd 7"
"DIR-TSO-2539 Appendix C Pricing Index (per Amendment 7)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2539 Appendix C Pricing Index (per Amendment 7).docx","96138","docx","5/22/2018 11:29:13 AM","DIR-TSO-2539","0.03","Appendix C"
"DIR-TSO-2539 Appendix E-10 (per Amendment 7)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2539 Appendix E-10 (per Amendment 7).docx","47575","docx","5/22/2018 11:31:24 AM","DIR-TSO-2539","0.0591","Appendix E-10"
"DIR-TSO-2539 Appendix O Privacy Policy (per Amendment 7)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2539 Appendix O Privacy Policy (per Amendment 7).pdf","85067","pdf","5/22/2018 11:57:22 AM","DIR-TSO-2539","0.6","Appendix O"
"DIR-TSO-3680 Amendment  1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3680 Amendment  1.pdf","104956","pdf","5/22/2018 10:42:16 PM","DIR-TSO-3680","1","DIR-TSO-3680 Amendment  1"
"DIR-TSO-3680 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3680 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","330152","pdf","5/22/2018 10:44:33 PM","DIR-TSO-3680","0.01","DIR-TSO-3680 Appendix A Standard Terms and Conditions (per Amendment 1)"
"DIR-TSO-4139 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4139 Contract.pdf","153295","pdf","5/25/2018 8:18:46 AM","DIR-TSO-4139","0","Upload new contract 4139"
"DIR-TSO-4139 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4139 Appendix A Standard Terms and Conditions.pdf","382145","pdf","5/25/2018 8:19:35 AM","DIR-TSO-4139","0.01","Upload Appx A 4139"
"DIR-TSO-4139 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4139 Appendix B HUB Subcontracting Plan.pdf","1285177","pdf","5/25/2018 8:20:14 AM","DIR-TSO-4139","0.02","Upload Appx B 4139"
"DIR-TSO-4139 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4139 Appendix C Pricing Index.pdf","187984","pdf","5/25/2018 8:20:59 AM","DIR-TSO-4139","0.03","Upload Appx C  4139"
"DIR-TSO-4139 RFO DIR-TSO-TMP-247","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4139 RFO DIR-TSO-TMP-247.pdf","3421538","pdf","5/25/2018 8:24:19 AM","DIR-TSO-4139","0.99","Upload RFO 247  4139"
"DIR-TSO-3725 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3725 Amendment 1.pdf","127921","pdf","5/29/2018 9:03:56 AM","DIR-TSO-3725","1","DIR-TSO-3725 Amendment 1"
"DIR-TSO-3725 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3725 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","330114","pdf","5/29/2018 9:04:51 AM","DIR-TSO-3725","0.01","DIR-TSO-3725 Appendix A Standard Terms and Conditions (per Amendment 1)"
"DIR-DCS-SCP-MSA-003 - Attachment 8-A Technical Solution updated in Amend 2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-DCS-SCP-MSA-003 - Attachment 8-A Technical Solution updated in Amend 2.pdf","205857","pdf","5/29/2018 9:50:48 AM","DIR-DCS-SCP-MSA-003","92.1","Attachment 8-A Technical Solution updated in Amend 2"
"DIR-TSO-3992 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3992 Amendment 1.pdf","135128","pdf","5/29/2018 12:03:18 PM","DIR-TSO-3992","1","DIR-TSO-3992 Amendment 1"
"DIR-TSO-3781 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3781 Appendix B HUB Subcontracting Plan.pdf","1078134","pdf","5/29/2018 2:54:23 PM","DIR-TSO-3781","0.02","DIR-TSO-3781 Appendix B HUB Subcontracting Plan"
"DIR-TSO-3395 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3395 Amendment 1.pdf","119405","pdf","5/30/2018 2:50:39 PM","DIR-TSO-3395","1","Amendment 1 - Appendix A, Appendix C , Contract, Section 7 "
"DIR-TSO-3395 Appendix A Standard Terms and Conditions (per amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3395 Appendix A Standard Terms and Conditions (per amendment 1).pdf","384129","pdf","5/30/2018 3:07:41 PM","DIR-TSO-3395","0.01","Appendix A version 9/29/2017"
"DIR-TSO-3395 Appendix C Pricing Index (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3395 Appendix C Pricing Index (per Amendment 1).pdf","100712","pdf","5/30/2018 3:09:09 PM","DIR-TSO-3395","0.03","Appendix C - Pricing replacement "
"DIR-TSO-3425 Amendment 2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3425 Amendment 2.pdf","161457","pdf","5/31/2018 5:13:32 PM","DIR-TSO-3425","2","Renewal amendment 2"
"DIR-TSO-3425 Appendix A Standard Terms and Conditions (per Amendment 2)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3425 Appendix A Standard Terms and Conditions (per Amendment 2).pdf","428408","pdf","5/31/2018 5:14:24 PM","DIR-TSO-3425","0.01","Updated Appendix A"
"DIR-TSO-4127 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4127 Contract.pdf","666302","pdf","6/1/2018 1:30:52 PM","DIR-TSO-4127","0","IT Research and Advisory Subscription Services"
"DIR-TSO-4127 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4127 Appendix A Standard Terms and Conditions.pdf","1004305","pdf","6/1/2018 1:32:02 PM","DIR-TSO-4127","0.01","Appendix A  Standard Terms and Conditions"
"DIR-TSO-4127 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4127 Appendix C Pricing Index.pdf","59335","pdf","6/1/2018 1:32:10 PM","DIR-TSO-4127","0.03","Appendix C Pricing Index"
"DIR-TSO-4127 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4127 Appendix B HUB Subcontracting Plan.pdf","1451836","pdf","6/1/2018 1:37:46 PM","DIR-TSO-4127","0.02","Appendix B HUB Subcontracting Plan"
"DIR-TSO-4132 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4132 Contract.pdf","162987","pdf","6/2/2018 9:32:35 AM","DIR-TSO-4132","0","DIR-TSO-4132 Contract"
"DIR-TSO-4132 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4132 Appendix A Standard Terms and Conditions.pdf","1066317","pdf","6/2/2018 9:33:46 AM","DIR-TSO-4132","1","DIR-TSO-4132 Appendix A Standard Terms and Conditions"
"DIR-TSO-4132  Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4132  Appendix B HUB Subcontracting Plan.pdf","1080054","pdf","6/2/2018 9:34:33 AM","DIR-TSO-4132","2","DIR-TSO-4132  Appendix B HUB Subcontracting Plan"
"DIR-TSO-4132 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4132 Appendix C Pricing Index.pdf","104056","pdf","6/2/2018 9:35:45 AM","DIR-TSO-4132","3","DIR-TSO-4132 Appendix C Pricing Index"
"DIR-TSO-4132  DIR-TSO-TMP-247","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4132  DIR-TSO-TMP-247.pdf","3299331","pdf","6/2/2018 9:36:42 AM","DIR-TSO-4132","99","DIR-TSO-4132  DIR-TSO-TMP-247"
"DIR-TSO-3854 Amendment  1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3854 Amendment  1.pdf","126835","pdf","6/4/2018 11:47:17 AM","DIR-TSO-3854","1","Renewal Amendment 1 "
"DIR-TSO-3854 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3854 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","330061","pdf","6/4/2018 11:50:18 AM","DIR-TSO-3854","0.01","Updated Appendix A. "
"DIR-TSO-3999 Amendment  2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3999 Amendment  2.pdf","122039","pdf","6/4/2018 1:54:43 PM","DIR-TSO-3999","2","amd 2"
"DIR-TSO-4170 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4170 Contract.pdf","235053","pdf","6/4/2018 3:04:46 PM","DIR-TSO-4170","0","Contract"
"DIR-TSO-4170 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4170 Appendix A Standard Terms and Conditions.pdf","440506","pdf","6/4/2018 3:05:15 PM","DIR-TSO-4170","0.01","APP A"
"DIR-TSO-4170 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4170 Appendix B HUB Subcontracting Plan.pdf","1131153","pdf","6/4/2018 3:05:40 PM","DIR-TSO-4170","0.02","APP B"
"DIR-TSO-4170 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4170 Appendix C Pricing Index.pdf","70714","pdf","6/4/2018 3:06:01 PM","DIR-TSO-4170","0.03","APP C"
"DIR-TSO-4170 Appendix D Electronic End User License Agreement","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4170 Appendix D Electronic End User License Agreement.pdf","143273","pdf","6/4/2018 3:06:23 PM","DIR-TSO-4170","0.04","APP D"
"DIR-TSO-4170 RFO DIR-TSO-TMP-398","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4170 RFO DIR-TSO-TMP-398.pdf","5278135","pdf","6/4/2018 3:07:15 PM","DIR-TSO-4170","0.99","RFO"
"DIR-TSO-2621 Amendment 3","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2621 Amendment 3.pdf","140222","pdf","6/4/2018 4:01:56 PM","DIR-TSO-2621","3","DIR-TSO-2621 Amendment 3"
"DIR-TSO-2621 Appendix A Standard Terms and Conditions (per Amendment 3)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-2621 Appendix A Standard Terms and Conditions (per Amendment 3).pdf","379810","pdf","6/4/2018 4:03:33 PM","DIR-TSO-2621","0.01","DIR-TSO-2621 Appendix A Standard Terms and Conditions (per Amendment 3)"
"DIR-TSO-4182 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4182 Contract.pdf","126434","pdf","6/6/2018 7:48:26 AM","DIR-TSO-4182","0","DIR-TSO-4182 Contract"
"DIR-TSO-4182 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4182 Appendix A Standard Terms and Conditions.docx","109709","docx","6/6/2018 7:50:43 AM","DIR-TSO-4182","0.01","DIR-TSO-4182 Appendix A Standard Terms and Conditions"
"DIR-TSO-4182 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4182 Appendix B HUB Subcontracting Plan.pdf","608584","pdf","6/6/2018 7:52:17 AM","DIR-TSO-4182","0.02","DIR-TSO-4182 Appendix B HUB Subcontracting Plan"
"DIR-TSO-4182  Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4182  Appendix C Pricing Index.pdf","64283","pdf","6/6/2018 7:53:27 AM","DIR-TSO-4182","0.03","DIR-TSO-4182  Appendix C Pricing Index"
"DIR-TSO-4182 RFO DIR-TSO-TMP-411","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4182 RFO DIR-TSO-TMP-411.pdf","3410482","pdf","6/6/2018 7:55:28 AM","DIR-TSO-4182","0.99","DIR-TSO-4182 RFO DIR-TSO-TMP-411"
"DIR-TSO-3443 Amendment  1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3443 Amendment  1.pdf","161638","pdf","6/6/2018 2:50:39 PM","DIR-TSO-3443","1","Renewal option 1 of 2"
"DIR-TSO-3443 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3443 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","1066317","pdf","6/6/2018 2:51:54 PM","DIR-TSO-3443","0.01","Appendix A revised 9/29/2018 per Amendment 1"
"DIR-TSO-3441 Appendix A Standard Terms and Conditions (Per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3441 Appendix A Standard Terms and Conditions (Per Amendment 1).pdf","430201","pdf","6/6/2018 4:24:15 PM","DIR-TSO-3441","0.01","DIR-TSO-3441 Appendix A Standard Terms and Conditions (Per Amendment 1)"
"DIR-TSO-3441 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3441 Amendment 1.pdf","125639","pdf","6/6/2018 4:26:43 PM","DIR-TSO-3441","1","DIR-TSO-3441 Amendment 1"
"DIR-TSO-4152 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4152 Appendix C Pricing Index.pdf","98615","pdf","6/7/2018 8:16:29 AM","DIR-TSO-4152","0.03","DIR-TSO-4152 Appendix C Pricing Index"
"DIR-TSO-4155 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4155 Contract.pdf","137251","pdf","6/7/2018 9:09:32 AM","DIR-TSO-4155","0","Contract"
"DIR-TSO-4155 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4155 Appendix B HUB Subcontracting Plan.pdf","1317290","pdf","6/7/2018 9:10:49 AM","DIR-TSO-4155","0.02","Appendix B HUB Subcontracting Plan"
"DIR-TSO-4155 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4155 Appendix C Pricing Index.pdf","112293","pdf","6/7/2018 9:11:30 AM","DIR-TSO-4155","0.03","Appendix C Pricing Index"
"DIR-TSO-4124 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4124 Contract.pdf","330595","pdf","6/7/2018 10:37:26 AM","DIR-TSO-4124","0","Contract"
"DIR-TSO-4124 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4124 Appendix A Standard Terms and Conditions.pdf","382145","pdf","6/7/2018 10:37:48 AM","DIR-TSO-4124","0.01","APP A"
"DIR-TSO-4124 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4124 Appendix B HUB Subcontracting Plan.pdf","1161562","pdf","6/7/2018 10:38:03 AM","DIR-TSO-4124","0.02","APP B"
"DIR-TSO-3906 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3906 Amendment 1.pdf","122304","pdf","6/7/2018 1:29:08 PM","DIR-TSO-3906","1","Amendment 1"
"DIR-TSO-3906 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3906 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","330139","pdf","6/7/2018 1:30:17 PM","DIR-TSO-3906","0.01","Appendix A Standard Terms and Conditions (per Amendment 1)"
"DIR-TSO-3400 Amendment 3","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3400 Amendment 3.pdf","104308","pdf","6/7/2018 1:45:58 PM","DIR-TSO-3400","3","DIR-TSO-3400 Amendment 3"
"DIR-TSO-3400 Appendix A Standard Terms and Conditions (per Amendment 3)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3400 Appendix A Standard Terms and Conditions (per Amendment 3).pdf","330160","pdf","6/7/2018 1:55:43 PM","DIR-TSO-3400","0.01","DIR-TSO-3400 Appendix A Standard Terms and Conditions (per Amendment 3)"
"DIR-TSO-3400 Appendix C Pricing Index (per Amendment 3)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3400 Appendix C Pricing Index (per Amendment 3).pdf","39366","pdf","6/7/2018 2:00:37 PM","DIR-TSO-3400","0.03","DIR TSO 3400 Appendix C Pricing Index (per Amendment 3)"
"DIR-TSO-3878 Appendix A Standard Terms and Conditions (per Amendment 1)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3878 Appendix A Standard Terms and Conditions (per Amendment 1).pdf","330163","pdf","6/7/2018 3:14:03 PM","DIR-TSO-3878","0.01","Appendix A Standard Terms and Conditions (per Amendment 1)"
"DIR-TSO-3878 Amendment 1","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3878 Amendment 1.pdf","141779","pdf","6/7/2018 3:14:37 PM","DIR-TSO-3878","1","Amendment 1"
"DIR-TSO-3433 Amendment  2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3433 Amendment  2.pdf","120538","pdf","6/8/2018 9:16:34 AM","DIR-TSO-3433","2","DIR-TSO-3433 Amendment  2"
"DIR-TSO-3436 Amendment 2","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3436 Amendment 2.pdf","123187","pdf","6/8/2018 11:26:51 AM","DIR-TSO-3436","2","Amendment 2 "
"DIR-TSO-3436 Appendix A Standard Terms and Conditions (per Amendment 2)","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-3436 Appendix A Standard Terms and Conditions (per Amendment 2).pdf","330139","pdf","6/8/2018 11:28:02 AM","DIR-TSO-3436","0.01","Appendix A, Amendment 2 "
"DIR-TSO-4156  Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4156  Contract.pdf","137035","pdf","6/8/2018 2:59:40 PM","DIR-TSO-4156","0","Contract"
"DIR-TSO-4156 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4156 Appendix A Standard Terms and Conditions.pdf","382687","pdf","6/8/2018 3:00:20 PM","DIR-TSO-4156","0.01","Appendix A Standard Terms and Conditions"
"DIR-TSO-4156 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4156 Appendix B HUB Subcontracting Plan.pdf","1333246","pdf","6/8/2018 3:01:08 PM","DIR-TSO-4156","0.02","Appendix B HUB Subcontracting Plan"
"DIR-TSO-4156 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4156 Appendix C Pricing Index.pdf","97538","pdf","6/8/2018 3:01:44 PM","DIR-TSO-4156","0.03","Appendix C Pricing Index"
"DIR-TSO-4156 RFO DIR-TSO-TMP-421","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4156 RFO DIR-TSO-TMP-421.pdf","3771357","pdf","6/8/2018 3:02:59 PM","DIR-TSO-4156","0.99","RFO DIR-TSO-TMP-421"
"DIR-TSO-4155 RFO DIR-TSO-TMP-421","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4155 RFO DIR-TSO-TMP-421.pdf","3771357","pdf","6/8/2018 3:05:38 PM","DIR-TSO-4155","0.99","RFO DIR-TSO-TMP-421"
"DIR-TSO-4153 RFO DIR-TSO-TMP-421","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4153 RFO DIR-TSO-TMP-421.pdf","3771357","pdf","6/8/2018 3:10:52 PM","DIR-TSO-4153","0.99","RFO DIR-TSO-TMP-421"
"DIR-TSO-4153 Contract","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4153 Contract.pdf","125695","pdf","6/8/2018 3:17:09 PM","DIR-TSO-4153","0","Contract"
"DIR-TSO-4153 Appendix A Standard Terms and Conditions","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4153 Appendix A Standard Terms and Conditions.pdf","330124","pdf","6/8/2018 3:17:45 PM","DIR-TSO-4153","0.01","Appendix A Standard Terms and Conditions"
"DIR-TSO-4153 Appendix B HUB Subcontracting Plan","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4153 Appendix B HUB Subcontracting Plan.pdf","1132425","pdf","6/8/2018 3:18:20 PM","DIR-TSO-4153","0.02","Appendix B HUB Subcontracting Plan"
"DIR-TSO-4153 Appendix C Pricing Index","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4153 Appendix C Pricing Index.pdf","95975","pdf","6/8/2018 3:18:50 PM","DIR-TSO-4153","0.03","Appendix C Pricing Index"
"DIR-TSO-4153 Appendix D Master Operating Lease Agreement","https://pubext.dir.texas.gov/portal/internal/contracts-and-services/Contracts/DIR-TSO-4153 Appendix D Master Operating Lease Agreement.pdf","274196","pdf","6/8/2018 3:19:29 PM","DIR-TSO-4153","0.04","Appendix D Master Operating Lease Agreement"
